TotalPoints,Spread,HomeWin,season,week,EventId,HomeTeamName,AwayTeamName,HomeTeamId,AwayTeamId,AveragePredictedTotal,AveragePredictedSpread,BestPredictedTotal,BestPredictedSpread,MeanTemperature,MaxTemperature,MinTemperature,ApparentTemperature,PrecipitationSum,SnowfallSum,PrecipitationHours,RainSum,WindSpeedMax,WindGustsMax,DominantWindDirection,MeanRelativeHumidity,MeanWindGusts,MeanWindSpeed,PredictedHomeWinPercent,PredicitedHomeMatchupQuality,PredictedHomeLossPercent,PredictedHomeDefenseEfficiency,PredictedHomeOffenseEfficiency,PredictedHomeTotalEfficiency,PredictedHomePointDifferential,PredictedAwayWinPercent,PredicitedAwayMatchupQuality,PredictedAwayLossPercent,PredictedAwayPointDifferential,PredictedAwayDefenseEfficiency,PredictedAwayOffenseEfficiency,PredictedAwayTotalEfficiency,game_id,team,season_type,opponent_team,completions_home,attempts_home,passing_yards_home,passing_tds_home,passing_interceptions_home,sacks_suffered_home,sack_yards_lost_home,sack_fumbles_home,sack_fumbles_lost_home,passing_air_yards_home,passing_yards_after_catch_home,passing_first_downs_home,passing_epa_home,passing_cpoe_home,passing_2pt_conversions_home,carries_home,rushing_yards_home,rushing_tds_home,rushing_fumbles_home,rushing_fumbles_lost_home,rushing_first_downs_home,rushing_epa_home,rushing_2pt_conversions_home,receptions_home,targets_home,receiving_yards_home,receiving_tds_home,receiving_fumbles_home,receiving_fumbles_lost_home,receiving_air_yards_home,receiving_yards_after_catch_home,receiving_first_downs_home,receiving_epa_home,receiving_2pt_conversions_home,special_teams_tds_home,def_tackles_solo_home,def_tackles_with_assist_home,def_tackle_assists_home,def_tackles_for_loss_home,def_tackles_for_loss_yards_home,def_fumbles_forced_home,def_sacks_home,def_sack_yards_home,def_qb_hits_home,def_interceptions_home,def_interception_yards_home,def_pass_defended_home,def_tds_home,def_fumbles_home,def_safeties_home,misc_yards_home,fumble_recovery_own_home,fumble_recovery_yards_own_home,fumble_recovery_opp_home,fumble_recovery_yards_opp_home,fumble_recovery_tds_home,penalties_home,penalty_yards_home,timeouts_home,punt_returns_home,punt_return_yards_home,kickoff_returns_home,kickoff_return_yards_home,fg_made_home,fg_att_home,fg_missed_home,fg_blocked_home,fg_long_home,fg_pct_home,fg_made_0_19_home,fg_made_20_29_home,fg_made_30_39_home,fg_made_40_49_home,fg_made_50_59_home,fg_made_60__home,fg_missed_0_19_home,fg_missed_20_29_home,fg_missed_30_39_home,fg_missed_40_49_home,fg_missed_50_59_home,fg_missed_60__home,fg_made_list,fg_missed_list,fg_blocked_list,fg_made_distance_home,fg_missed_distance_home,fg_blocked_distance_home,pat_made_home,pat_att_home,pat_missed_home,pat_blocked_home,pat_pct_home,gwfg_made_home,gwfg_att_home,gwfg_missed_home,gwfg_blocked_home,gwfg_distance_home,team_name,opponent_name,completions_away,attempts_away,passing_yards_away,passing_tds_away,passing_interceptions_away,sacks_suffered_away,sack_yards_lost_away,sack_fumbles_away,sack_fumbles_lost_away,passing_air_yards_away,passing_yards_after_catch_away,passing_first_downs_away,passing_epa_away,passing_cpoe_away,passing_2pt_conversions_away,carries_away,rushing_yards_away,rushing_tds_away,rushing_fumbles_away,rushing_fumbles_lost_away,rushing_first_downs_away,rushing_epa_away,rushing_2pt_conversions_away,receptions_away,targets_away,receiving_yards_away,receiving_tds_away,receiving_fumbles_away,receiving_fumbles_lost_away,receiving_air_yards_away,receiving_yards_after_catch_away,receiving_first_downs_away,receiving_epa_away,receiving_2pt_conversions_away,special_teams_tds_away,def_tackles_solo_away,def_tackles_with_assist_away,def_tackle_assists_away,def_tackles_for_loss_away,def_tackles_for_loss_yards_away,def_fumbles_forced_away,def_sacks_away,def_sack_yards_away,def_qb_hits_away,def_interceptions_away,def_interception_yards_away,def_pass_defended_away,def_tds_away,def_fumbles_away,def_safeties_away,misc_yards_away,fumble_recovery_own_away,fumble_recovery_yards_own_away,fumble_recovery_opp_away,fumble_recovery_yards_opp_away,fumble_recovery_tds_away,penalties_away,penalty_yards_away,timeouts_away,punt_returns_away,punt_return_yards_away,kickoff_returns_away,kickoff_return_yards_away,fg_made_away,fg_att_away,fg_missed_away,fg_blocked_away,fg_long_away,fg_pct_away,fg_made_0_19_away,fg_made_20_29_away,fg_made_30_39_away,fg_made_40_49_away,fg_made_50_59_away,fg_made_60__away,fg_missed_0_19_away,fg_missed_20_29_away,fg_missed_30_39_away,fg_missed_40_49_away,fg_missed_50_59_away,fg_missed_60__away,fg_made_distance_away,fg_missed_distance_away,fg_blocked_distance_away,pat_made_away,pat_att_away,pat_missed_away,pat_blocked_away,pat_pct_away,gwfg_made_away,gwfg_att_away,gwfg_missed_away,gwfg_blocked_away,gwfg_distance_away
33,7,0,2025,1,401772720,Patriots,Raiders,17,13,40.0,4.0,35.5,-2.5,17.1,21.1,15.7,18.1,29.9,0.0,21,29.9,19.1,41.4,338,97,20.4,8.9,51.339,32.275,48.273,33.497,37.097,28.852,0.748,48.273,32.275,51.339,-0.748,62.903,66.503,71.148,Patriots_Raiders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,-25,1,2025,1,401772719,Colts,Dolphins,11,15,44.5,-13.0,41.5,-1.5,16.1,20.3,11.9,14.8,0.0,0.0,0,0.0,11.1,32.0,329,58,17.6,6.6,52.21,36.923,47.41,98.326,87.314,98.343,0.929,47.41,36.923,52.21,-0.929,12.686,1.674,1.657,Colts_Dolphins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,1,0,2025,1,401772829,Browns,Bengals,5,4,43.0,2.0,38.5,-1.5,16.2,18.5,13.8,13.9,0.6,0.0,1,0.6,18.6,29.5,286,60,22.2,14.2,35.723,42.871,63.99,65.486,38.131,46.24,-5.884,63.99,42.871,35.723,5.884,61.869,34.514,53.76,Bengals_Browns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,3,0,2025,1,401772830,Falcons,Buccaneers,1,27,45.0,-2.0,42.5,-1.5,22.9,27.6,18.6,24.7,0.0,0.0,0,0.0,13.7,32.4,324,74,21.3,8.8,44.023,43.179,55.623,24.259,60.414,41.888,-2.07,55.623,43.179,44.023,2.07,39.586,75.741,58.112,Buccaneers_Falcons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,-6,1,2025,1,401772714,Chargers,Chiefs,24,12,49.5,0.0,47.5,3.5,8.9,13.3,4.2,5.8,0.4,0.0,2,0.4,14.6,35.6,148,71,25.1,10.5,42.363,75.987,57.297,43.684,83.054,69.27,-2.771,57.297,75.987,42.363,2.771,16.946,56.316,30.73,Chargers_Chiefs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,-4,1,2025,1,401772510,Eagles,Cowboys,21,6,46.0,-6.0,44.5,-4.5,22.9,28.4,18.4,24.9,5.3,0.0,6,5.3,18.3,43.6,205,80,26.4,10.4,67.47,64.041,32.27,40.889,77.242,62.405,7.572,32.27,64.041,67.47,-7.572,22.758,59.111,37.595,Cowboys_Eagles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,11,0,2025,2,401772811,Raiders,Chargers,13,24,38.0,8.5,29.5,3.5,28.7,37.1,20.8,26.5,0.0,0.0,0,0.0,9.7,19.4,29,17,10.7,2.7,40.57,57.213,59.104,36.475,10.892,16.797,-4.08,59.104,57.213,40.57,4.08,89.108,63.525,83.203,Chargers_Raiders,LV,REG,LAC,24.0,34.0,362.0,1.0,1.0,4.0,-29.0,0.0,0.0,350.0,140.0,17.0,14.945327814546475,9.620190027988318,0.0,24.0,56.0,1.0,0.0,0.0,3.0,-7.367797683403163,0.0,24.0,33.0,362.0,1.0,0.0,0.0,350.0,140.0,17.0,20.02049292654674,0.0,0.0,40.0,2.0,34.0,6.0,18.0,1.0,4.0,11.0,9.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,77.0,5.0,1.0,13.0,3.0,96.0,2.0,3.0,1.0,0.0,51.0,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,54;40;37,,,91.0,58.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Raiders,Chargers,25.0,34.0,318.0,3.0,0.0,3.0,-14.0,0.0,0.0,342.0,134.0,16.0,17.567262160454625,5.788767951376298,0.0,25.0,90.0,0.0,0.0,0.0,6.0,-0.231396482329544,0.0,25.0,34.0,318.0,3.0,1.0,0.0,342.0,134.0,16.0,21.656591976273557,0.0,0.0,36.0,0.0,24.0,3.0,10.0,0.0,2.0,9.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,49.0,1.0,0.0,0.0,3.0,67.0,2.0,2.0,0.0,0.0,39.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
39,1,0,2025,2,401772715,Texans,Buccaneers,34,27,37.5,-2.5,32.5,-2.5,27.6,31.9,23.5,31.4,0.0,0.0,0,0.0,12.5,35.6,135,70,16.5,6.0,48.738,55.554,50.871,30.384,35.546,47.462,-0.287,50.871,55.554,48.738,0.287,64.454,69.616,52.538,Buccaneers_Texans,HOU,REG,TB,19.0,27.0,188.0,0.0,1.0,3.0,-37.0,0.0,0.0,172.0,73.0,7.0,-4.065033344958763,-0.9746561447779336,0.0,27.0,114.0,0.0,0.0,0.0,8.0,1.0518964720943282,0.0,19.0,27.0,188.0,0.0,1.0,1.0,172.0,73.0,7.0,-2.531756629289102,0.0,0.0,35.0,3.0,23.0,5.0,42.0,1.0,3.0,21.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,11.0,80.0,4.0,2.0,20.0,1.0,11.0,3.0,3.0,0.0,0.0,53.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35;53,,,149.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,Texans,Buccaneers,17.0,32.0,167.0,3.0,0.0,1.0,-8.0,0.0,0.0,334.0,45.0,10.0,5.766234403595268,-10.401313503583271,0.0,23.0,101.0,0.0,0.0,0.0,6.0,0.5059995500487275,0.0,17.0,30.0,167.0,3.0,0.0,0.0,334.0,45.0,10.0,7.285032267335742,0.0,0.0,41.0,2.0,34.0,7.0,18.0,0.0,1.0,9.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,60.0,5.0,1.0,54.0,3.0,81.0,1.0,2.0,1.0,0.0,48.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,48.0,44.0,0.0,2.0,3.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0
28,16,0,2025,2,401772919,Vikings,Falcons,16,1,36.0,3.0,27.5,-3.5,24.8,28.3,22.0,27.0,0.1,0.0,1,0.1,17.0,41.4,146,79,31.5,14.0,63.856,46.994,35.856,66.938,3.07,20.319,5.43,35.856,46.994,63.856,-5.43,96.93,33.062,79.681,Falcons_Vikings,MIN,REG,ATL,13.0,20.0,143.0,2.0,1.0,3.0,-9.0,0.0,0.0,117.0,68.0,5.0,-9.816290898994502,-3.2609406113624573,1.0,26.0,120.0,1.0,0.0,0.0,6.0,0.7950888272025622,0.0,13.0,20.0,143.0,2.0,0.0,0.0,117.0,68.0,5.0,-4.715521290014457,1.0,0.0,40.0,1.0,25.0,6.0,23.0,1.0,2.0,12.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,50.0,5.0,4.0,68.0,5.0,133.0,2.0,2.0,0.0,0.0,59.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33;51,,,90.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Vikings,Falcons,27.0,42.0,298.0,1.0,0.0,1.0,-9.0,0.0,0.0,288.0,189.0,16.0,9.624095207309598,-5.938342639378139,0.0,28.0,69.0,1.0,1.0,0.0,6.0,-5.7664944543503225,0.0,27.0,42.0,298.0,1.0,0.0,0.0,288.0,189.0,16.0,11.561699483822387,0.0,0.0,27.0,1.0,25.0,2.0,3.0,0.0,1.0,8.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,8.0,55.0,6.0,2.0,29.0,5.0,125.0,2.0,3.0,1.0,0.0,41.0,0.6666666666666666,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,77.0,44.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
37,3,0,2025,2,401772837,Chiefs,Eagles,12,21,40.0,2.5,33.5,1.5,28.9,33.9,23.3,30.1,0.0,0.0,0,0.0,17.9,43.9,197,51,25.3,10.1,52.277,83.087,47.343,54.601,22.887,29.146,1.014,47.343,83.087,52.277,-1.014,77.113,45.399,70.854,Chiefs_Eagles,KC,REG,PHI,24.0,39.0,258.0,1.0,0.0,2.0,-9.0,0.0,0.0,271.0,116.0,9.0,3.4485526789862906,-5.99277631232613,0.0,17.0,98.0,1.0,0.0,0.0,8.0,8.906440938299056,0.0,24.0,38.0,258.0,1.0,0.0,0.0,271.0,116.0,9.0,5.570109220078015,0.0,0.0,40.0,2.0,18.0,6.0,17.0,1.0,3.0,14.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,71.0,6.0,2.0,7.0,5.0,147.0,3.0,3.0,0.0,0.0,59.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,58,,121.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chiefs,Eagles,19.0,23.0,152.0,0.0,0.0,1.0,-8.0,0.0,0.0,112.0,61.0,6.0,1.5907520360172065,21.806308776140213,0.0,38.0,158.0,3.0,0.0,0.0,14.0,6.04487540962873,0.0,19.0,20.0,152.0,0.0,0.0,0.0,112.0,61.0,6.0,5.758010305403572,0.0,0.0,32.0,2.0,26.0,3.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0,110.0,3.0,0.0,0.0,2.0,32.0,1.0,1.0,0.0,0.0,58.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
49,-5,1,2025,2,401772730,Cardinals,Panthers,22,29,45.5,-6.0,45.5,-5.5,21.4,31.0,16.8,23.0,0.0,0.0,0,0.0,9.8,31.7,201,74,16.5,4.8,65.663,29.456,34.063,79.684,73.535,84.474,6.239,34.063,29.456,65.663,-6.239,26.465,20.316,15.526,Cardinals_Panthers,ARI,REG,CAR,21.0,29.0,163.0,2.0,0.0,5.0,-33.0,0.0,0.0,166.0,100.0,11.0,1.5247993258601382,-1.733811045515126,0.0,27.0,146.0,0.0,0.0,0.0,6.0,1.1585398027950686,0.0,21.0,29.0,163.0,2.0,0.0,0.0,166.0,100.0,11.0,8.777653060046058,0.0,0.0,36.0,2.0,36.0,3.0,10.0,0.0,1.0,6.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,54.0,0.0,3.0,30.0,3.0,73.0,2.0,3.0,0.0,1.0,50.0,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29;47,,,92.0,0.0,46.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Cardinals,Panthers,18.0,35.0,154.0,1.0,2.0,1.0,-12.0,0.0,0.0,269.0,60.0,8.0,-15.40268957134174,-12.371582757024203,0.0,25.0,113.0,0.0,1.0,1.0,5.0,0.0199070660746656,0.0,18.0,34.0,154.0,1.0,0.0,0.0,269.0,60.0,8.0,-11.740281144413872,0.0,0.0,42.0,0.0,20.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,35.0,6.0,2.0,0.0,2.0,43.0,1.0,1.0,0.0,0.0,48.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
57,-1,1,2025,2,401772729,Colts,Broncos,11,7,50.5,1.5,43.5,1.5,23.9,31.1,18.7,25.4,16.5,0.0,5,16.5,17.5,36.4,126,71,25.1,9.8,51.206,54.673,48.406,21.218,68.475,52.464,0.653,48.406,54.673,51.206,-0.653,31.525,78.782,47.536,Broncos_Colts,IND,REG,DEN,22.0,29.0,272.0,1.0,0.0,1.0,-10.0,0.0,0.0,196.0,112.0,14.0,12.997713351082982,5.388343025898111,0.0,40.0,156.0,2.0,0.0,0.0,11.0,5.522064567154631,0.0,22.0,29.0,272.0,1.0,0.0,0.0,196.0,112.0,14.0,14.719911895618768,0.0,0.0,26.0,2.0,24.0,4.0,16.0,1.0,3.0,13.0,6.0,2.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,45.0,3.0,0.0,0.0,1.0,27.0,4.0,4.0,0.0,0.0,48.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29;33;36;28;45,,,135.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Colts,Broncos,25.0,40.0,176.0,1.0,2.0,1.0,-10.0,1.0,1.0,213.0,94.0,9.0,-7.655766740974426,-1.6720025120554745,0.0,30.0,151.0,1.0,0.0,0.0,5.0,-4.498567477625329,0.0,25.0,37.0,176.0,1.0,0.0,0.0,213.0,94.0,9.0,-0.2731785637535302,0.0,0.0,30.0,6.0,26.0,7.0,51.0,2.0,6.0,50.0,14.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,6.0,45.0,4.0,4.0,47.0,3.0,82.0,2.0,2.0,0.0,0.0,39.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
58,-24,1,2025,2,401772726,Ravens,Browns,33,5,48.5,-20.0,46.5,-12.5,22.0,27.8,16.8,23.4,0.0,0.0,0,0.0,7.9,20.5,171,69,14.6,5.3,79.652,57.872,20.186,93.933,54.354,91.288,12.908,20.186,57.872,79.652,-12.908,45.646,6.067,8.712,Browns_Ravens,BAL,REG,CLE,14.0,19.0,209.0,2.0,0.0,2.0,-15.0,0.0,0.0,173.0,109.0,8.0,8.798420577786704,8.720899255652176,0.0,29.0,238.0,3.0,2.0,1.0,10.0,10.486514349619986,0.0,14.0,19.0,209.0,2.0,0.0,0.0,173.0,109.0,8.0,12.06460381427314,0.0,0.0,51.0,2.0,22.0,3.0,8.0,1.0,1.0,5.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,51.0,5.0,1.0,6.0,6.0,167.0,2.0,2.0,0.0,0.0,52.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43;32,,,101.0,0.0,0.0,4.0,5.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,Ravens,Browns,31.0,45.0,290.0,1.0,2.0,2.0,-12.0,0.0,0.0,273.0,173.0,13.0,-1.8421275162300692,2.374263036818731,0.0,24.0,49.0,1.0,0.0,0.0,5.0,-1.7932241758680902,0.0,31.0,42.0,290.0,1.0,0.0,0.0,273.0,173.0,13.0,2.4569541283417493,0.0,0.0,31.0,4.0,22.0,8.0,30.0,0.0,3.0,18.0,7.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,53.0,4.0,3.0,41.0,4.0,105.0,1.0,2.0,1.0,0.0,45.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45.0,36.0,0.0,1.0,2.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
48,14,0,2025,2,401772836,Steelers,Seahawks,23,26,44.5,6.5,40.5,-3.5,22.0,28.4,15.7,22.0,0.1,0.0,1,0.1,9.7,26.3,37,58,18.4,6.9,61.045,45.809,38.645,51.086,26.18,22.966,4.596,38.645,45.809,61.045,-4.596,73.82,48.914,77.034,Seahawks_Steelers,PIT,REG,SEA,22.0,30.0,244.0,4.0,0.0,4.0,-26.0,0.0,0.0,139.0,173.0,14.0,10.20475524963341,6.350380901632638,0.0,20.0,53.0,0.0,1.0,0.0,2.0,-3.0508692141156644,0.0,22.0,29.0,244.0,4.0,0.0,0.0,139.0,173.0,14.0,16.357469686740032,0.0,0.0,45.0,5.0,25.0,6.0,20.0,1.0,1.0,6.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,4.0,26.0,4.0,0.0,0.0,6.0,165.0,2.0,2.0,0.0,0.0,60.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48;48;45,,,116.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Steelers,Seahawks,16.0,23.0,150.0,0.0,0.0,1.0,-4.0,1.0,1.0,197.0,47.0,7.0,-6.831034911036733,7.339647954160517,0.0,26.0,84.0,1.0,0.0,0.0,6.0,-2.973436875258346,0.0,16.0,22.0,150.0,0.0,2.0,1.0,197.0,47.0,7.0,-5.419835606412272,0.0,0.0,43.0,4.0,38.0,7.0,22.0,0.0,1.0,12.0,8.0,2.0,7.0,4.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,30.0,5.0,1.0,12.0,2.0,59.0,2.0,2.0,0.0,0.0,48.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
40,20,0,2025,2,401772727,Jets,Bills,20,2,43.5,11.5,40.5,5.5,22.6,29.2,17.1,23.4,0.0,0.0,0,0.0,13.2,29.9,113,63,16.9,5.0,35.192,55.203,64.525,19.703,2.219,4.072,-6.091,64.525,55.203,35.192,6.091,97.781,80.297,95.928,Bills_Jets,NYJ,REG,BUF,16.0,22.0,218.0,1.0,0.0,1.0,-6.0,0.0,0.0,169.0,76.0,9.0,10.05393822364579,10.396403358096167,0.0,39.0,182.0,3.0,0.0,0.0,13.0,3.5124690002818104,0.0,16.0,21.0,218.0,1.0,0.0,0.0,169.0,76.0,9.0,12.384196756276769,0.0,0.0,33.0,0.0,30.0,7.0,34.0,2.0,4.0,26.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,74.0,4.0,2.0,19.0,7.0,206.0,2.0,2.0,0.0,0.0,51.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,,,86.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Jets,Bills,33.0,46.0,394.0,2.0,0.0,1.0,-5.0,0.0,0.0,400.0,148.0,19.0,14.233714385272462,8.594318959448072,0.0,31.0,108.0,3.0,0.0,0.0,9.0,1.987570704661714,0.0,33.0,45.0,394.0,2.0,1.0,0.0,400.0,148.0,19.0,15.712535529682638,0.0,0.0,44.0,0.0,8.0,5.0,45.0,2.0,2.0,15.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,38.0,6.0,1.0,0.0,7.0,193.0,3.0,3.0,0.0,0.0,43.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,32.0
